Full Name,File Name,Line No.
quic/aimet,TrainingExtensions\tensorflow\test\python\test_cross_layer_equalization_keras.py,360
quic/aimet,TrainingExtensions\tensorflow\test\python\test_cross_layer_equalization_keras.py,399
quic/aimet,TrainingExtensions\tensorflow\test\python\test_cross_layer_equalization_keras.py,428
quic/aimet,TrainingExtensions\tensorflow\test\python\test_cross_layer_equalization_keras.py,465
ranaa-b/OOCS,experiments\ImageClassification\ImageClassification_models.py,187
ranjanZ/ICDAR_Binarization,src\train_model.py,66
ranjanZ/ICDAR_Binarization,src\train_model.py,91
rasmhilt/U-Net,model.py,48
rasmhilt/U-Net,model.py,54
rasmhilt/U-Net,model.py,60
rasmhilt/U-Net,model.py,66
rasmhilt/U-Net,model.py,72
rasmhilt/U-Net,model.py,73
rasmhilt/U-Net,model.py,117
rasmhilt/U-Net,model.py,123
rasmhilt/U-Net,model.py,129
rasmhilt/U-Net,model.py,135
rasmhilt/U-Net,model.py,141
rasmhilt/U-Net,model.py,147
rasmhilt/U-Net,model.py,150
rasmhilt/U-Net,model.py,183
rasmhilt/U-Net,model.py,189
rasmhilt/U-Net,model.py,195
rasmhilt/U-Net,model.py,201
rasmhilt/U-Net,model.py,204
rasmhilt/U-Net,model.py,231
rasmhilt/U-Net,model.py,237
rasmhilt/U-Net,model.py,243
rasmhilt/U-Net,model.py,246
reeshof/MTG-card-scanner,src\lib\object_detection\model.py,33
reeshof/MTG-card-scanner,src\lib\object_detection\model.py,38
reeshof/MTG-card-scanner,src\lib\object_detection\model.py,42
reeshof/MTG-card-scanner,src\lib\object_detection\model.py,67
reeshof/MTG-card-scanner,src\lib\object_detection\model.py,71
reinaw1012/Emotion-Recognition,src\models\my_model.py,120
reinaw1012/Emotion-Recognition,src\models\my_model.py,128
reinaw1012/Emotion-Recognition,src\models\my_model.py,154
reinaw1012/Emotion-Recognition,src\models\my_model.py,164
rozver/Calliope,CalliopeAPI\convolutional_autoencoder.py,17
rsong/MIMO-GAN,mimogan.py,105
rsong/MIMO-GAN,mimogan.py,120
rsong/MIMO-GAN,mimogan.py,135
rsong/MIMO-GAN,mimogan.py,150
rsong/MIMO-GAN,mimogan.py,165
rsong/MIMO-GAN,mimogan.py,169
sanchitvj/Image-Dehazing-using-GMAN-net,dehaze_net.py,58
sanchitvj/Image-Dehazing-using-GMAN-net,dehaze_net.py,254
sanchitvj/Image-Dehazing-using-GMAN-net,dehaze_net.py,331
SanjyotZade/CNN-classification-hub,tensor_hub_code\inception4.py,22
SanjyotZade/CNN-classification-hub,tensor_hub_code\inception4.py,24
spades1404/OpthaBotDevelopment,TensorflowCode\ModelGeneration\model2.py,109
spades1404/OpthaBotDevelopment,TensorflowCode\ModelGeneration\model2.py,151
stepetal/SemanticSegmentationWithUNET,mitochondria_nn_model.py,109
stepetal/SemanticSegmentationWithUNET,mitochondria_nn_model.py,127
stepetal/SemanticSegmentationWithUNET,mitochondria_nn_model.py,145
stepetal/SemanticSegmentationWithUNET,mitochondria_nn_model.py,162
stepetal/SemanticSegmentationWithUNET,mitochondria_nn_model.py,174
stfc-sciml/sciml-benchmarks-prerelease,sciml_bench\benchmarks\em_denoise\model.py,37
stfc-sciml/sciml-benchmarks-prerelease,sciml_bench\benchmarks\em_denoise\model.py,44
stfc-sciml/sciml-benchmarks-prerelease,sciml_bench\benchmarks\em_denoise\model.py,51
stfc-sciml/sciml-benchmarks-prerelease,sciml_bench\benchmarks\em_denoise\model.py,56
Stsh4lson/TOM-2020,modules\NeuralNetwork.py,66
Stsh4lson/TOM-2020,modules\NeuralNetwork.py,74
Stsh4lson/TOM-2020,modules\NeuralNetwork.py,82
Stsh4lson/TOM-2020,modules\NeuralNetwork.py,90
Stsh4lson/TOM-2020,modules\NeuralNetwork.py,96
taebong/unet4nuclei,utils\model_builder.py,60
taebong/unet4nuclei,utils\model_builder.py,73
taebong/unet4nuclei,utils\model_builder.py,86
taebong/unet4nuclei,utils\model_builder.py,94
tanishjohar99/farm-health-backend,model.py,31
tanishjohar99/farm-health-backend,model.py,36
tanishjohar99/farm-health-backend,model.py,46
tanishjohar99/farm-health-backend,model.py,51
tanishjohar99/farm-health-backend,model.py,54
tensorfreitas/Temporal-Ensembling-for-Semi-Supervised-Learning,pi_model.py,214
tensorfreitas/Temporal-Ensembling-for-Semi-Supervised-Learning,pi_model.py,220
Toroi0610/unsupervised_heat_equation,.ipynb_checkpoints\unet_part-checkpoint.py,185
Toroi0610/unsupervised_heat_equation,.ipynb_checkpoints\unet_part-checkpoint.py,192
Toroi0610/unsupervised_heat_equation,.ipynb_checkpoints\unet_part-checkpoint.py,199
Toroi0610/unsupervised_heat_equation,.ipynb_checkpoints\unet_part-checkpoint.py,204
uzgit/airsim_pictures,resunet_repeat.py,97
uzgit/airsim_pictures,resunet_repeat.py,102
uzgit/airsim_pictures,resunet_repeat.py,112
uzgit/airsim_pictures,resunet_repeat.py,117
uzgit/airsim_pictures,resunet_repeat.py,120
uzgit/airsim_pictures,resunet_repeat3.py,101
uzgit/airsim_pictures,resunet_repeat3.py,106
uzgit/airsim_pictures,resunet_repeat3.py,116
uzgit/airsim_pictures,resunet_repeat3.py,121
uzgit/airsim_pictures,resunet_repeat3.py,124
vasil72rus/coin_classification,create_segmentation_model.py,54
vasil72rus/coin_classification,create_segmentation_model.py,62
vasil72rus/coin_classification,create_segmentation_model.py,66
vasil72rus/coin_classification,create_segmentation_model.py,68
verages/TensorFlow-2.x-Tutorials,15-CycleGAN\model.py,180
wallingTACC/grace-dl,scripts\models.py,47
wallingTACC/grace-dl,scripts\models.py,49
wallingTACC/grace-dl,scripts\models.py,82
wallingTACC/grace-dl,scripts\models.py,172
wallingTACC/grace-dl,scripts\models.py,176
wallingTACC/grace-dl,scripts\models.py,180
wallingTACC/grace-dl,scripts\models.py,184
wallingTACC/grace-dl,scripts\models.py,187
wallingTACC/grace-dl,scripts\models.py,265
wallingTACC/grace-dl,scripts\models.py,318
wallingTACC/grace-dl,scripts\models.py,351
wallingTACC/grace-dl,scripts\models.py,366
wenjiey2/Fertilizer_Adulteration_Classification,model\model_2.2\baseline_model.py,76
wenjiey2/Fertilizer_Adulteration_Classification,model\model_2.2\baseline_model.py,100
wenjiey2/Fertilizer_Adulteration_Classification,model\model_2.2\baseline_model.py,116
wenjiey2/Fertilizer_Adulteration_Classification,model\model_2.2\baseline_model.py,163
wenjiey2/Fertilizer_Adulteration_Classification,model\model_2.2\baseline_model.py,174
yanlong-sun/brain_segmentation,net.py,97
yanlong-sun/brain_segmentation,net.py,110
yanlong-sun/brain_segmentation,net.py,123
yanlong-sun/brain_segmentation,net.py,136
yanlong-sun/brain_segmentation,net.py,146
Yorwxue/Scene_Text_Detection,refinenet.py,20
Yorwxue/Scene_Text_Detection,refinenet.py,26
Yorwxue/Scene_Text_Detection,refinenet.py,32
YunYang1994/TensorFlow2.0-Examples,4-Object_Detection\RPN\rpn.py,49
YunYang1994/TensorFlow2.0-Examples,4-Object_Detection\RPN\rpn.py,59
YunYang1994/TensorFlow2.0-Examples,4-Object_Detection\RPN\rpn.py,62
YunYang1994/TensorFlow2.0-Examples,4-Object_Detection\SSD\ssd.py,54
YunYang1994/TensorFlow2.0-Examples,4-Object_Detection\SSD\ssd.py,57
YunYang1994/TensorFlow2.0-Examples,4-Object_Detection\SSD\ssd.py,60
YunYang1994/TensorFlow2.0-Examples,4-Object_Detection\SSD\ssd.py,63
